LSOA code (2011),Index of Multiple Deprivation ,Income Decile ,Employment Decile ,"Education, Skills and Training Decile ",Health Deprivation and Disability Decile ,Crime Decile ,Barriers to Housing and Services Decile ,Living Environment Decile 
E01004556,10,10,10,10,10,8,9,3
E01004557,9,8,8,10,8,8,6,3
E01004558,10,8,10,10,10,7,7,4
E01004559,9,9,10,10,9,6,6,2
E01004560,6,7,9,9,8,2,4,1
E01004562,3,2,4,6,6,5,2,1
E01004563,3,3,5,8,6,3,1,1
E01004564,5,5,6,8,4,5,3,3
E01004565,5,5,6,7,5,4,4,2
E01004566,7,8,10,9,9,3,5,2
E01004567,3,2,3,5,4,6,1,5
E01004568,4,3,5,4,5,4,2,5
E01004569,4,3,4,6,5,3,3,4
E01004570,2,2,3,4,2,5,2,6
E01004571,4,3,5,5,6,3,2,4
E01004572,4,4,5,8,7,1,2,5
E01004573,3,4,4,6,5,4,1,2
E01004574,2,1,3,3,3,5,2,6
E01004575,3,2,3,6,4,5,1,4
E01004576,3,3,3,6,4,6,1,5
E01004577,6,6,9,10,6,5,3,2
E01004579,5,5,6,10,7,4,4,2
E01004580,5,5,8,10,4,3,3,2
E01004581,6,5,7,8,8,7,3,2
E01004582,8,8,9,9,10,9,4,2
E01004583,7,6,8,10,7,5,4,3
E01004584,3,1,3,5,4,8,1,5
E01004585,8,9,10,10,6,5,5,2
E01004586,8,8,9,10,8,6,5,2
E01004587,9,9,10,10,8,6,7,2
E01004588,7,9,9,10,8,2,5,1
E01004589,9,10,10,10,9,6,7,2
E01004590,4,3,3,8,6,4,3,2
E01004591,5,5,5,9,5,4,3,3
E01004592,4,3,3,7,5,4,4,2
E01004593,9,7,9,10,8,7,5,4
E01004594,10,10,10,10,10,7,8,3
E01004595,9,8,10,8,9,6,6,3
E01004596,9,10,10,10,9,8,8,2
E01004597,7,6,6,10,7,6,6,4
E01004598,9,9,10,10,8,5,8,2
E01004599,10,10,10,10,10,9,9,4
E01004600,3,2,3,6,6,4,1,4
E01004601,5,4,7,9,7,2,3,3
E01004602,8,10,10,10,9,4,6,1
E01004604,9,10,10,10,10,5,6,2
E01004605,7,6,6,10,9,7,4,4
E01004606,9,10,10,10,9,8,7,2
E01004607,9,10,10,10,10,6,5,3
E01004608,6,6,8,8,7,3,4,4
E01004609,8,10,10,10,8,4,3,1
E01004610,5,5,7,9,8,1,3,2
E01004611,6,6,7,8,8,4,4,2
E01004612,5,3,5,9,6,4,3,2
E01004613,3,2,5,6,6,1,2,1
E01004614,6,4,6,6,6,8,3,4
E01004615,2,2,2,4,3,2,2,4
E01004616,6,6,8,7,7,4,2,3
E01004617,4,4,6,6,3,5,2,5
E01004618,7,8,10,10,9,1,6,3
E01004619,7,9,10,10,10,1,4,2
E01004620,7,7,7,10,7,6,5,2
E01004621,6,6,8,9,9,3,2,2
E01004622,5,5,7,5,7,4,1,3
E01004623,8,7,8,10,8,6,5,5
E01004624,5,5,6,8,6,2,2,4
E01004625,9,10,10,10,10,4,4,3
E01004626,7,8,7,10,4,4,4,3
E01004627,8,7,8,10,9,7,4,3
E01004628,4,5,4,9,2,9,1,5
E01004629,8,8,9,10,10,5,4,4
E01004630,3,2,3,5,4,5,2,6
E01004631,5,4,5,8,4,5,3,3
E01004632,9,7,9,10,9,7,5,4
E01004633,4,2,3,6,6,8,2,5
E01004634,7,5,7,9,8,7,3,4
E01004635,7,6,6,7,9,7,4,5
E01004636,6,4,6,7,7,7,4,5
E01004637,6,4,5,9,8,9,3,6
E01004638,9,10,9,10,10,6,7,3
E01004639,8,8,9,9,9,7,3,2
E01004640,10,10,10,10,10,9,5,4
E01004641,5,5,5,10,7,6,2,2
E01004642,4,5,5,6,6,3,1,4
E01004643,4,3,4,8,5,7,2,6
E01004644,5,5,6,8,6,4,2,5
E01004645,3,2,4,5,3,5,2,5
E01033093,7,7,9,9,10,5,6,1
E01033098,6,10,10,7,10,9,1,1
E01033099,5,4,7,9,8,4,1,2
E01033100,3,3,4,7,5,3,2,1
E01033101,9,8,10,10,10,7,6,2
E01033132,3,5,6,7,5,4,1,1
E01033133,7,7,10,10,9,7,2,2
E01033135,10,10,10,10,9,7,8,3
E01004646,6,8,9,6,10,2,6,1
E01004647,6,5,5,6,10,5,6,2
E01004648,8,7,8,8,10,5,5,3
E01004649,9,9,10,8,10,7,6,4
E01004650,9,9,10,10,10,8,6,3
E01004651,8,8,10,7,10,10,4,2
E01004652,6,5,8,8,7,2,4,3
E01004653,8,8,8,10,10,4,6,2
E01004654,7,7,8,9,10,4,5,2
E01004656,4,4,4,8,7,2,3,1
E01004657,7,10,10,9,10,2,5,1
E01004658,6,7,8,8,8,2,4,2
E01004659,9,8,9,10,10,9,4,3
E01004660,9,10,10,8,10,5,5,2
E01004661,5,4,4,10,8,6,4,1
E01004662,7,9,10,10,10,7,4,1
E01004663,5,6,6,10,10,1,5,2
E01004665,2,1,1,4,4,7,3,4
E01004666,4,3,3,8,6,4,5,2
E01004667,3,3,2,7,5,4,5,1
E01004668,5,4,4,10,8,6,5,2
E01004669,3,2,3,6,5,5,4,2
E01004670,1,1,1,3,3,7,3,4
E01004674,2,1,2,5,6,3,4,3
E01004675,3,2,2,8,4,3,4,3
E01004676,5,3,4,7,7,4,4,3
E01004677,4,3,3,7,5,6,5,3
E01004678,4,3,3,7,5,3,5,3
E01004679,3,2,2,7,6,3,4,1
E01004680,8,10,10,8,10,2,6,1
E01004681,7,7,9,7,9,10,4,1
E01004682,6,8,10,8,9,3,3,1
E01004683,9,10,10,10,10,3,6,2
E01004684,5,5,7,6,9,1,4,1
E01004686,4,5,5,7,8,1,4,1
E01004687,9,10,10,10,10,5,7,2
E01004688,10,10,10,9,10,9,6,3
E01004689,6,10,10,9,10,1,7,1
E01004690,10,10,10,10,10,10,6,2
E01004691,8,10,10,9,10,6,4,1
E01004692,9,10,10,8,10,8,5,2
E01004693,7,10,10,10,10,1,5,1
E01004694,9,10,10,10,10,5,3,2
E01004695,7,8,10,10,9,2,4,2
E01004696,3,2,2,7,4,5,3,2
E01004697,6,6,8,7,9,2,4,1
E01004698,5,7,7,9,8,1,2,2
E01004699,6,8,10,10,10,2,3,1
E01004700,7,9,9,9,10,5,3,2
E01004701,8,8,10,9,10,8,7,1
E01004702,2,1,1,4,4,3,3,2
E01004703,8,8,10,9,10,3,7,2
E01004705,10,10,10,10,10,6,9,3
E01004706,9,9,10,10,9,3,9,4
E01004707,10,10,10,10,10,7,9,4
E01004708,4,4,4,9,7,4,4,1
E01004709,5,3,3,9,8,6,5,3
E01004710,3,2,2,6,6,2,4,3
E01004711,4,2,3,6,6,6,4,4
E01004712,8,8,10,8,10,6,5,1
E01004713,9,10,10,10,10,8,7,1
E01004714,8,10,10,10,10,7,5,1
E01004715,6,5,7,6,8,8,4,2
E01004716,9,10,10,10,10,8,5,1
E01004717,7,9,10,10,10,7,5,1
E01004718,3,2,3,5,5,3,5,2
E01004719,3,2,3,6,6,4,5,2
E01004720,3,2,2,5,6,3,4,2
E01004721,2,1,1,5,3,2,4,3
E01004722,2,1,2,4,6,5,4,4
E01004723,3,2,2,6,6,4,4,3
E01004724,8,7,9,5,10,8,5,3
E01004725,3,2,4,6,8,3,2,2
E01004726,8,9,10,9,10,7,6,1
E01004727,8,10,10,9,10,5,4,1
E01004728,6,5,7,9,8,5,5,2
E01004729,4,2,3,9,5,9,4,2
E01004730,9,9,10,10,10,8,5,3
E01004731,8,8,10,8,10,10,6,1
E01004732,2,1,1,5,1,9,5,4
E01004733,5,5,4,8,10,8,6,1
E01004734,3,3,3,9,6,1,3,1
E01004735,2,2,1,9,3,7,4,1
E01004736,8,10,10,9,10,6,6,1
E01004737,5,4,4,6,8,6,5,2
E01004738,8,9,10,10,10,6,5,1
E01004739,8,8,10,10,9,10,4,1
E01004740,2,2,2,8,4,2,3,3
E01004741,5,4,5,9,7,4,3,2
E01004742,8,6,8,10,9,7,6,2
E01004743,5,3,4,8,7,9,5,2
E01004744,4,3,2,9,4,9,5,3
E01004745,6,6,6,9,10,10,5,1
E01004746,3,3,2,7,6,7,3,1
E01004747,4,3,3,10,5,6,5,2
E01004748,8,9,9,10,10,7,5,2
E01004749,7,6,7,10,10,6,5,1
E01004750,5,3,6,10,7,8,4,2
E01004751,8,7,8,10,10,4,8,2
E01004752,4,3,4,10,4,6,4,2
E01004753,6,4,5,10,8,7,6,2
E01004754,1,1,1,4,2,2,4,2
E01004755,3,2,3,8,5,5,3,3
E01004756,4,3,3,9,4,6,4,3
E01004757,2,1,1,5,4,4,4,2
E01004760,4,3,4,8,6,2,4,3
E01004761,9,10,10,9,10,8,5,1
E01004762,8,9,10,9,10,5,5,1
E01004763,4,7,6,8,5,2,3,1
E01004765,5,5,6,9,8,5,4,1
E01032512,2,1,1,5,4,3,4,2
E01032513,2,1,2,5,5,3,3,2
E01033593,3,5,6,5,8,3,2,1
E01033594,3,2,3,7,5,5,2,1
E01033595,6,7,7,9,9,5,4,1
E01033596,4,4,4,9,6,2,3,1
E01033597,3,3,3,8,5,7,3,1
E01033598,1,1,1,3,3,5,4,2
E01033599,3,2,3,6,6,7,2,1
E01033600,8,7,7,10,9,5,6,3
E01033601,3,2,3,5,5,2,4,2
E01033602,2,1,1,3,6,3,4,2
E01033603,2,2,1,7,3,5,4,2
E01033604,2,2,2,6,6,1,3,1
E01033605,2,1,1,5,4,2,4,3
E01033606,7,7,7,9,7,5,4,2
E01033607,4,4,5,10,8,1,4,1
E01033608,6,6,5,8,9,7,4,2
